product_id,branch_id,opening_stock,reorder_level,safety_stock,max_stock,current_stock,warehouse_bin,product_name,category,machine_type,brand,model_compatibility,unit_cost,unit_price,margin_percentage,gst_rate,weight_kg,dimensions_cm,material_type,warranty_months,reorder_level_product,safety_stock_product,max_stock_level,lead_time_days,criticality_level,usage_frequency,uom,last_purchase_price,last_purchase_date,branch_name,city,state,region,warehouse_type,warehouse_capacity,service_center_available,manager_id,total_employees,avg_monthly_revenue,monthly_operational_cost,market_demand_index,inventory_value,stock_status
P026,AHM001,263,89,65,445,103793,E03,Grease Cartridge GC-5,Lubricants,All,Generic,All Models,180,310,72.2,18,0.45,25x6x6,synthetic,3,200,100,500,4,Low,High,cartridge,170,02/04/2020,Ahmedabad West Hub,Ahmedabad,Gujarat,West,Service Hub,34120 sqft,Yes,4772,63,3245890,2018000,7,18682740,Overstock
P027,DEL001,98,31,26,193,106775,C04,O-Ring Set OR-50,Seals,All,Generic,All Models,260,480,84.6,18,0.2,8x8x4,rubber,3,150,80,400,5,Low,High,set,250,14/09/2021,Delhi Central,Delhi,Delhi,North,Central,45230 sqft,Yes,9593,92,5234890,3189000,9,27761500,Overstock
P027,PUN001,214,70,58,376,112683,C02,O-Ring Set OR-50,Seals,All,Generic,All Models,260,480,84.6,18,0.2,8x8x4,rubber,3,150,80,400,5,Low,High,set,250,14/09/2021,Pune Distribution,Pune,Maharashtra,West,Regional,38750 sqft,Yes,6114,74,4389120,2654000,8,29297580,Overstock
P027,CHN001,84,33,19,133,97973,F12,O-Ring Set OR-50,Seals,All,Generic,All Models,260,480,84.6,18,0.2,8x8x4,rubber,3,150,80,400,5,Low,High,set,250,14/09/2021,Chennai South Hub,Chennai,Tamil Nadu,South,Regional,41890 sqft,Yes,7922,81,4567780,2739000,8,25472980,Overstock
P027,HYD001,123,46,29,211,104746,B02,O-Ring Set OR-50,Seals,All,Generic,All Models,260,480,84.6,18,0.2,8x8x4,rubber,3,150,80,400,5,Low,High,set,250,14/09/2021,Hyderabad Logistics,Hyderabad,Telangana,South,Branch,36210 sqft,No,4390,57,3102455,1887000,7,27233960,Overstock
P027,KOL001,210,79,54,385,100477,F20,O-Ring Set OR-50,Seals,All,Generic,All Models,260,480,84.6,18,0.2,8x8x4,rubber,3,150,80,400,5,Low,High,set,250,14/09/2021,Kolkata East Depot,Kolkata,West Bengal,East,Branch,29880 sqft,No,5981,49,2894770,1743000,6,26124020,Overstock
P027,AHM001,151,51,33,294,108337,F10,O-Ring Set OR-50,Seals,All,Generic,All Models,260,480,84.6,18,0.2,8x8x4,rubber,3,150,80,400,5,Low,High,set,250,14/09/2021,Ahmedabad West Hub,Ahmedabad,Gujarat,West,Service Hub,34120 sqft,Yes,4772,63,3245890,2018000,7,28167620,Overstock
P028,DEL001,207,81,58,353,106744,C01,Light Assembly LA-18,Electrical,Loader,Generic,JCB 3DX,1450,2250,55.2,18,1.4,22x16x14,plastic,6,40,20,100,9,Medium,Medium,piece,1380,18/02/2022,Delhi Central,Delhi,Delhi,North,Central,45230 sqft,Yes,9593,92,5234890,3189000,9,154778800,Overstock
P028,PUN001,279,100,56,522,105401,B17,Light Assembly LA-18,Electrical,Loader,Generic,JCB 3DX,1450,2250,55.2,18,1.4,22x16x14,plastic,6,40,20,100,9,Medium,Medium,piece,1380,18/02/2022,Pune Distribution,Pune,Maharashtra,West,Regional,38750 sqft,Yes,6114,74,4389120,2654000,8,152831450,Overstock
P028,CHN001,120,43,29,198,103464,E04,Light Assembly LA-18,Electrical,Loader,Generic,JCB 3DX,1450,2250,55.2,18,1.4,22x16x14,plastic,6,40,20,100,9,Medium,Medium,piece,1380,18/02/2022,Chennai South Hub,Chennai,Tamil Nadu,South,Regional,41890 sqft,Yes,7922,81,4567780,2739000,8,150022800,Overstock
P028,HYD001,129,47,37,199,102248,E08,Light Assembly LA-18,Electrical,Loader,Generic,JCB 3DX,1450,2250,55.2,18,1.4,22x16x14,plastic,6,40,20,100,9,Medium,Medium,piece,1380,18/02/2022,Hyderabad Logistics,Hyderabad,Telangana,South,Branch,36210 sqft,No,4390,57,3102455,1887000,7,148259600,Overstock
P028,KOL001,254,76,75,437,104851,B09,Light Assembly LA-18,Electrical,Loader,Generic,JCB 3DX,1450,2250,55.2,18,1.4,22x16x14,plastic,6,40,20,100,9,Medium,Medium,piece,1380,18/02/2022,Kolkata East Depot,Kolkata,West Bengal,East,Branch,29880 sqft,No,5981,49,2894770,1743000,6,152033950,Overstock
P028,AHM001,212,78,57,368,101538,F04,Light Assembly LA-18,Electrical,Loader,Generic,JCB 3DX,1450,2250,55.2,18,1.4,22x16x14,plastic,6,40,20,100,9,Medium,Medium,piece,1380,18/02/2022,Ahmedabad West Hub,Ahmedabad,Gujarat,West,Service Hub,34120 sqft,Yes,4772,63,3245890,2018000,7,147230100,Overstock
P029,DEL001,98,33,27,174,108622,E17,Pressure Sensor PS-90,Sensors,Excavator,CAT,CAT 320D,2750,3950,43.6,18,0.6,10x8x6,steel,6,25,12,60,8,Medium,Medium,piece,2650,09/01/2023,Delhi Central,Delhi,Delhi,North,Central,45230 sqft,Yes,9593,92,5234890,3189000,9,298710500,Overstock
P029,PUN001,115,40,28,225,109429,C10,Pressure Sensor PS-90,Sensors,Excavator,CAT,CAT 320D,2750,3950,43.6,18,0.6,10x8x6,steel,6,25,12,60,8,Medium,Medium,piece,2650,09/01/2023,Pune Distribution,Pune,Maharashtra,West,Regional,38750 sqft,Yes,6114,74,4389120,2654000,8,300929750,Overstock
P029,CHN001,97,33,27,173,101572,F11,Pressure Sensor PS-90,Sensors,Excavator,CAT,CAT 320D,2750,3950,43.6,18,0.6,10x8x6,steel,6,25,12,60,8,Medium,Medium,piece,2650,09/01/2023,Chennai South Hub,Chennai,Tamil Nadu,South,Regional,41890 sqft,Yes,7922,81,4567780,2739000,8,279323000,Overstock
P029,HYD001,192,76,55,324,112739,F08,Pressure Sensor PS-90,Sensors,Excavator,CAT,CAT 320D,2750,3950,43.6,18,0.6,10x8x6,steel,6,25,12,60,8,Medium,Medium,piece,2650,09/01/2023,Hyderabad Logistics,Hyderabad,Telangana,South,Branch,36210 sqft,No,4390,57,3102455,1887000,7,310032250,Overstock
P029,KOL001,150,57,40,299,105010,F06,Pressure Sensor PS-90,Sensors,Excavator,CAT,CAT 320D,2750,3950,43.6,18,0.6,10x8x6,steel,6,25,12,60,8,Medium,Medium,piece,2650,09/01/2023,Kolkata East Depot,Kolkata,West Bengal,East,Branch,29880 sqft,No,5981,49,2894770,1743000,6,288777500,Overstock
P029,AHM001,140,49,40,267,97606,D10,Pressure Sensor PS-90,Sensors,Excavator,CAT,CAT 320D,2750,3950,43.6,18,0.6,10x8x6,steel,6,25,12,60,8,Medium,Medium,piece,2650,09/01/2023,Ahmedabad West Hub,Ahmedabad,Gujarat,West,Service Hub,34120 sqft,Yes,4772,63,3245890,2018000,7,268416500,Overstock
P030,DEL001,184,64,53,336,103131,E17,Fuel Pump FP-350,Engine,Excavator,Volvo,Volvo EC210,16400,21900,33.5,28,6.8,30x18x18,alloy,12,10,5,25,18,High,Medium,piece,16000,21/08/2024,Delhi Central,Delhi,Delhi,North,Central,45230 sqft,Yes,9593,92,5234890,3189000,9,1691348400,Overstock
P030,PUN001,147,52,35,283,112388,A05,Fuel Pump FP-350,Engine,Excavator,Volvo,Volvo EC210,16400,21900,33.5,28,6.8,30x18x18,alloy,12,10,5,25,18,High,Medium,piece,16000,21/08/2024,Pune Distribution,Pune,Maharashtra,West,Regional,38750 sqft,Yes,6114,74,4389120,2654000,8,1843163200,Overstock
P030,CHN001,125,46,28,246,105447,F19,Fuel Pump FP-350,Engine,Excavator,Volvo,Volvo EC210,16400,21900,33.5,28,6.8,30x18x18,alloy,12,10,5,25,18,High,Medium,piece,16000,21/08/2024,Chennai South Hub,Chennai,Tamil Nadu,South,Regional,41890 sqft,Yes,7922,81,4567780,2739000,8,1729330800,Overstock
P030,HYD001,162,53,40,268,104611,D14,Fuel Pump FP-350,Engine,Excavator,Volvo,Volvo EC210,16400,21900,33.5,28,6.8,30x18x18,alloy,12,10,5,25,18,High,Medium,piece,16000,21/08/2024,Hyderabad Logistics,Hyderabad,Telangana,South,Branch,36210 sqft,No,4390,57,3102455,1887000,7,1715620400,Overstock
P030,KOL001,199,73,43,365,103465,C10,Fuel Pump FP-350,Engine,Excavator,Volvo,Volvo EC210,16400,21900,33.5,28,6.8,30x18x18,alloy,12,10,5,25,18,High,Medium,piece,16000,21/08/2024,Kolkata East Depot,Kolkata,West Bengal,East,Branch,29880 sqft,No,5981,49,2894770,1743000,6,1696826000,Overstock
P030,AHM001,134,46,40,231,103248,D06,Fuel Pump FP-350,Engine,Excavator,Volvo,Volvo EC210,16400,21900,33.5,28,6.8,30x18x18,alloy,12,10,5,25,18,High,Medium,piece,16000,21/08/2024,Ahmedabad West Hub,Ahmedabad,Gujarat,West,Service Hub,34120 sqft,Yes,4772,63,3245890,2018000,7,1693267200,Overstock
